"","X","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
"3715",3715,2021,"SE","FT","Cyber Security Researcher",315000,"BRL",58390,"BR",100,"BR","L"
"3716",3716,2022,"EX","FT","Chief Information Security Officer",48000,"EUR",50432,"SI",0,"SI","M"
"3717",3717,2022,"MI","FT","Incident Response Analyst",87000,"USD",87000,"US",50,"US","L"
"3718",3718,2021,"EN","FT","Security Operations Analyst",45000,"EUR",53192,"DE",100,"DE","S"
"3719",3719,2022,"SE","FT","IT Security Engineer",130000,"USD",130000,"US",50,"US","L"
"3720",3720,2021,"SE","FT","Lead Security Engineer",85000,"EUR",100474,"ES",100,"ES","L"
"3721",3721,2022,"SE","FT","Security Researcher",92000,"EUR",96661,"FR",100,"US","L"
"3722",3722,2022,"MI","FT","DevSecOps Engineer",150000,"USD",150000,"US",100,"US","L"
"3723",3723,2021,"SE","FT","Penetration Testing Engineer",160000,"USD",160000,"US",100,"US","L"
"3724",3724,2021,"SE","FT","Cyber Security Engineer",150000,"USD",150000,"US",50,"US","L"
"3725",3725,2021,"MI","FT","Penetration Tester",28000,"GBP",38513,"GB",100,"GB","S"
"3726",3726,2021,"MI","FT","Information Security Analyst",55000,"USD",55000,"US",50,"US","L"
"3727",3727,2022,"SE","FT","Information Security Manager",260000,"USD",260000,"US",100,"US","L"
"3728",3728,2021,"EX","FT","Cyber Security Architect",50000,"USD",50000,"HR",50,"HR","L"
"3729",3729,2022,"MI","FT","Information Security Manager",115000,"CAD",88337,"CA",100,"CA","L"
"3730",3730,2021,"SE","FT","Information Security Manager",145000,"USD",145000,"US",0,"US","L"
"3731",3731,2021,"SE","FT","Information Security Manager",135000,"USD",135000,"US",0,"US","L"
"3732",3732,2021,"MI","FT","Information Security Analyst",88000,"USD",88000,"US",0,"US","L"
"3733",3733,2021,"MI","FT","Information Security Analyst",84000,"USD",84000,"US",0,"US","L"
"3734",3734,2021,"SE","FT","Cloud Security Engineer",120000,"USD",120000,"US",100,"US","M"
"3735",3735,2022,"SE","FT","Security Engineer",146000,"USD",146000,"US",100,"US","L"
"3736",3736,2022,"EN","FT","Digital Forensics Analyst",108000,"CAD",82960,"CA",50,"CA","L"
"3737",3737,2022,"EN","FT","Application Security Analyst",71500,"CAD",54922,"CA",0,"CA","L"
"3738",3738,2022,"EN","FT","Cyber Threat Analyst",60000,"USD",60000,"US",100,"US","M"
"3739",3739,2022,"SE","FT","Vulnerability Management Engineer",175000,"USD",175000,"US",100,"US","L"
"3740",3740,2022,"SE","FT","Cyber Security Architect",160000,"USD",160000,"US",100,"US","L"
"3741",3741,2022,"SE","CT","Application Security Engineer",200000,"USD",200000,"BR",100,"CA","L"
"3742",3742,2022,"MI","FT","Infrastructure Security Engineer",130000,"USD",130000,"US",100,"US","M"
"3743",3743,2021,"SE","FT","Incident Response Analyst",150000,"AUD",112575,"AU",100,"AU","L"
"3744",3744,2021,"EN","FT","Cyber Security Analyst",84300,"USD",84300,"US",100,"US","L"
"3745",3745,2022,"EN","FT","Penetration Testing Engineer",50000,"USD",50000,"US",100,"US","S"
"3746",3746,2022,"EN","FT","Incident Response Analyst",85000,"USD",85000,"US",100,"US","L"
"3747",3747,2022,"MI","FT","Information Security Manager",171200,"USD",171200,"US",100,"US","L"
"3748",3748,2021,"MI","FT","Information Security Analyst",66000,"USD",66000,"US",100,"US","L"
"3749",3749,2022,"EX","FT","Head of Security",270000,"USD",270000,"US",50,"US","L"
"3750",3750,2022,"MI","FT","Information Security Analyst",84583,"USD",84583,"US",0,"US","L"
"3751",3751,2021,"EN","FT","Security Analyst",70000,"USD",70000,"US",0,"US","L"
"3752",3752,2022,"EN","FT","Penetration Tester",63000,"USD",63000,"US",50,"US","L"
"3753",3753,2022,"SE","FT","Information Security Manager",57000,"EUR",59888,"NL",100,"NL","L"
"3754",3754,2021,"MI","FT","Azure Security Engineer",56400,"GBP",77576,"GB",100,"GB","L"
"3755",3755,2022,"SE","FT","IT Security Manager",950000,"SEK",93848,"SE",0,"SE","L"
"3756",3756,2022,"EN","FT","IT Security Manager",110000,"USD",110000,"US",50,"US","M"
"3757",3757,2021,"EN","FT","Cyber Security Analyst",53000,"USD",53000,"US",50,"US","M"
"3758",3758,2021,"EN","FT","SOC Analyst",55000,"USD",55000,"US",50,"US","S"
"3759",3759,2021,"SE","FT","Security Analyst",180000,"USD",180000,"US",100,"US","L"
"3760",3760,2022,"SE","FT","Threat Hunting Lead",61000,"USD",61000,"HU",50,"HU","L"
"3761",3761,2022,"MI","FT","Security Specialist",55000,"GBP",67723,"GB",50,"GB","S"
"3762",3762,2021,"MI","FT","Cyber Threat Analyst",84000,"EUR",99292,"DE",50,"DE","L"
"3763",3763,2022,"EN","FT","Information Security Specialist",70000,"CAD",53770,"CA",100,"CA","L"
"3764",3764,2022,"SE","FT","Information Security Specialist",106000,"USD",106000,"US",100,"US","L"
"3765",3765,2021,"MI","FT","SOC Analyst",56000,"GBP",77026,"GB",100,"GB","L"
"3766",3766,2022,"MI","FT","Cyber Security Engineer",98000,"USD",98000,"US",100,"US","L"
"3767",3767,2020,"SE","FT","Cyber Threat Analyst",125000,"USD",125000,"US",50,"US","L"
"3768",3768,2022,"SE","FT","Cyber Security Engineer",1500000,"INR",19077,"IN",0,"IN","S"
"3769",3769,2021,"SE","FT","Information Security Manager",50000,"EUR",59102,"IT",100,"IT","S"
"3770",3770,2022,"MI","FT","Incident Response Analyst",160000,"USD",160000,"US",100,"US","L"
"3771",3771,2022,"SE","FT","Security Analyst",467000,"MXN",23218,"MX",100,"MX","L"
"3772",3772,2022,"EX","FT","Chief Information Security Officer",102500,"EUR",107693,"DE",100,"DE","M"
"3773",3773,2022,"SE","FT","Penetration Testing Engineer",150000,"USD",150000,"US",100,"US","M"
"3774",3774,2022,"EN","FT","IT Security Analyst",76000,"USD",76000,"US",50,"US","L"
"3775",3775,2022,"SE","FT","Security Researcher",480000,"ILS",142790,"IL",50,"IL","M"
"3776",3776,2021,"EX","FT","Chief Information Security Officer",310000,"USD",310000,"US",50,"US","L"
"3777",3777,2022,"MI","FT","Information Security Analyst",46000,"GBP",56641,"GB",100,"GB","L"
"3778",3778,2022,"MI","FT","Cyber Security Specialist",65000,"EUR",68293,"NL",50,"NL","L"
"3779",3779,2022,"MI","FT","Incident Response Analyst",155000,"CAD",119063,"CA",100,"US","L"
"3780",3780,2021,"MI","FT","Incident Response Manager",99980,"USD",99980,"US",100,"US","L"
"3781",3781,2021,"MI","FT","Cyber Threat Analyst",145000,"USD",145000,"US",100,"US","L"
"3782",3782,2022,"EN","FT","Cyber Security Specialist",79000,"USD",79000,"US",50,"US","M"
"3783",3783,2021,"MI","FT","Incident Response Lead",120000,"USD",120000,"US",100,"US","L"
"3784",3784,2022,"EX","FT","Head of Security",210000,"USD",210000,"US",100,"US","L"
"3785",3785,2022,"MI","FT","Cyber Threat Intelligence Analyst",125000,"USD",125000,"US",100,"US","M"
"3786",3786,2022,"SE","FT","Security Analyst",115000,"USD",115000,"US",100,"US","L"
"3787",3787,2021,"SE","FT","Incident Response Lead",225000,"USD",225000,"US",100,"US","L"
"3788",3788,2022,"SE","FT","Cyber Security Engineer",38000,"EUR",39925,"ES",100,"ES","M"
"3789",3789,2022,"EN","FT","SOC Analyst",52000,"CAD",39943,"CA",100,"CA","L"
"3790",3790,2022,"EX","FT","Chief Information Security Officer",250000,"EUR",262667,"IT",50,"IT","L"
"3791",3791,2022,"EX","FT","Information Security Manager",153000,"USD",153000,"US",100,"US","L"
"3792",3792,2020,"MI","FT","Incident Response Lead",38000,"EUR",43338,"IE",100,"IE","L"
"3793",3793,2022,"SE","FT","Corporate Security Engineer",180000,"USD",180000,"US",100,"US","M"
"3794",3794,2021,"MI","FT","Cyber Threat Intelligence Analyst",120000,"USD",120000,"US",100,"US","L"
"3795",3795,2022,"MI","FT","Cyber Security Analyst",107000,"USD",107000,"US",100,"US","L"
"3796",3796,2022,"SE","FT","Security Engineering Manager",20000,"USD",20000,"PK",0,"PK","L"
"3797",3797,2022,"EN","FT","Cyber Security Analyst",65000,"USD",65000,"US",100,"US","L"
"3798",3798,2021,"SE","FT","Penetration Tester",150000,"USD",150000,"CA",100,"CA","S"
"3799",3799,2022,"SE","FT","Security Analyst",57000,"GBP",70186,"GB",100,"GB","L"
"3800",3800,2021,"SE","FT","Security Engineering Manager",305000,"USD",305000,"US",100,"US","L"
"3801",3801,2021,"SE","FT","Information Systems Security Engineer",125000,"USD",125000,"US",100,"US","L"
"3802",3802,2022,"EN","FT","Cyber Threat Intelligence Analyst",51000,"GBP",62798,"GB",50,"GB","L"
"3803",3803,2021,"SE","FT","Staff Security Engineer",140000,"USD",140000,"US",50,"US","L"
"3804",3804,2022,"SE","FT","Information Security Architect",297000,"USD",297000,"US",50,"US","L"
"3805",3805,2021,"MI","FT","Information Security Analyst",46560,"USD",46560,"US",100,"US","L"
"3806",3806,2022,"SE","FT","Cyber Security Analyst",96000,"USD",96000,"US",100,"US","L"
"3807",3807,2022,"SE","FT","Penetration Tester",130000,"USD",130000,"US",100,"US","L"
"3808",3808,2022,"SE","FT","Information Security Manager",100000,"GBP",123133,"GB",100,"NO","L"
"3809",3809,2021,"SE","FT","Security Engineering Manager",71500,"GBP",98346,"GB",100,"NO","L"
"3810",3810,2021,"SE","CT","Cyber Security Specialist",260000,"PLN",67307,"PL",100,"PL","S"
"3811",3811,2022,"EN","FT","Cyber Threat Intelligence Analyst",36500,"EUR",38349,"FR",50,"FR","L"
"3812",3812,2022,"SE","FT","Security Researcher",82000,"EUR",86154,"DE",100,"US","L"
"3813",3813,2022,"SE","FT","Cyber Security Analyst",129000,"USD",129000,"US",100,"US","L"
"3814",3814,2022,"SE","FT","Cyber Security Engineer",155000,"USD",155000,"US",100,"US","L"
"3815",3815,2021,"SE","FT","Cyber Security Architect",125000,"USD",125000,"US",100,"US","L"
"3816",3816,2020,"EN","FT","SOC Analyst",73000,"USD",73000,"US",0,"US","M"
"3817",3817,2021,"SE","FT","Cyber Security Engineer",170000,"USD",170000,"US",100,"US","L"
"3818",3818,2022,"SE","FT","Security Engineer",160000,"USD",160000,"US",100,"US","L"
"3819",3819,2022,"EN","FT","Cyber Security Analyst",70000,"USD",70000,"US",100,"US","M"
"3820",3820,2021,"MI","FT","Information Security Analyst",98000,"USD",98000,"US",100,"US","L"
"3821",3821,2022,"SE","FT","Cyber Threat Intelligence Analyst",143000,"USD",143000,"US",100,"US","L"
"3822",3822,2021,"MI","FT","Security Engineer",83500,"USD",83500,"US",0,"US","L"
"3823",3823,2022,"MI","FT","Security Operations Analyst",120000,"USD",120000,"US",100,"US","L"
"3824",3824,2022,"MI","FT","Security Engineer",120000,"USD",120000,"US",100,"US","M"
"3825",3825,2022,"MI","FT","Cyber Security Analyst",20100,"USD",20100,"CR",100,"US","L"
"3826",3826,2022,"EX","FT","Security Researcher",240000,"USD",240000,"US",100,"US","L"
"3827",3827,2021,"MI","FT","Cyber Threat Intelligence Analyst",97000,"USD",97000,"US",100,"US","L"
"3828",3828,2022,"SE","FT","Threat Intelligence Response Analyst",220000,"USD",220000,"US",100,"US","L"
"3829",3829,2022,"EX","FT","Cyber Threat Intelligence Analyst",287500,"USD",287500,"US",50,"US","L"
"3830",3830,2022,"SE","FT","Penetration Tester",150000,"USD",150000,"US",100,"US","M"
"3831",3831,2021,"SE","FT","Cyber Security Engineer",120000,"USD",120000,"US",100,"US","L"
"3832",3832,2021,"SE","FT","Threat Intelligence Analyst",157000,"USD",157000,"US",100,"US","L"
"3833",3833,2021,"SE","FT","Threat Intelligence Analyst",208000,"USD",208000,"JP",100,"US","L"
"3834",3834,2022,"SE","FT","Security Specialist",100500,"USD",100500,"US",100,"US","L"
"3835",3835,2021,"EX","FT","Incident Response Manager",175000,"USD",175000,"US",100,"US","L"
"3836",3836,2022,"SE","FT","Cyber Threat Intelligence Analyst",150000,"USD",150000,"US",100,"US","L"
"3837",3837,2022,"EN","FT","Cyber Security Analyst",72000,"USD",72000,"US",100,"US","L"
"3838",3838,2021,"SE","FT","Cyber Threat Analyst",125000,"USD",125000,"US",100,"US","L"
"3839",3839,2022,"SE","FT","IT Security Manager",190000,"USD",190000,"US",50,"US","L"
"3840",3840,2022,"EN","FT","Security Analyst",65000,"USD",65000,"US",100,"US","L"
"3841",3841,2022,"MI","FT","Security Researcher",160000,"USD",160000,"US",50,"US","S"
"3842",3842,2022,"MI","FT","Cyber Security Analyst",90000,"USD",90000,"US",100,"US","S"
"3843",3843,2022,"SE","FT","Detection Engineer",360000,"USD",360000,"US",100,"US","L"
"3844",3844,2022,"SE","FT","Detection Engineer",200000,"USD",200000,"US",100,"US","L"
"3845",3845,2021,"EN","FT","SOC Analyst",32000,"EUR",37825,"PT",100,"PT","L"
"3846",3846,2022,"MI","FT","Cloud Security Engineer",120000,"USD",120000,"US",100,"US","L"
"3847",3847,2022,"EN","FT","Cyber Security Analyst",34000,"USD",34000,"US",100,"US","L"
"3848",3848,2022,"EN","FT","Cloud Security Architect",67000,"GBP",82499,"NG",100,"GB","M"
"3849",3849,2022,"SE","FT","Offensive Security Engineer",40000,"GBP",49253,"IE",100,"GB","S"
"3850",3850,2022,"MI","FT","Penetration Tester",165000,"USD",165000,"US",100,"US","M"
"3851",3851,2022,"SE","FT","Cyber Security Engineer",173000,"USD",173000,"US",50,"US","L"
"3852",3852,2021,"MI","FT","Cyber Security Engineer",109000,"USD",109000,"US",0,"US","L"
"3853",3853,2022,"MI","FT","Threat Intelligence Analyst",126000,"USD",126000,"US",0,"US","M"
"3854",3854,2022,"MI","FT","Information Security Analyst",230000,"USD",230000,"US",50,"US","L"
"3855",3855,2022,"SE","FT","Information Security Specialist",112000,"USD",112000,"US",100,"US","M"
"3856",3856,2022,"SE","FT","Cyber Security Analyst",130000,"USD",130000,"US",50,"US","L"
"3857",3857,2022,"SE","FT","Enterprise Security Engineer",130000,"USD",130000,"US",100,"US","L"
"3858",3858,2022,"EN","FT","Cyber Security Analyst",58000,"USD",58000,"US",100,"US","S"
"3859",3859,2021,"MI","FT","Vulnerability Management Engineer",69000,"USD",69000,"US",100,"US","L"
"3860",3860,2022,"MI","FT","Cyber Security Specialist",145000,"USD",145000,"US",50,"US","L"
"3861",3861,2022,"MI","FT","Information Security Officer",61000,"USD",61000,"US",0,"US","M"
"3862",3862,2021,"EN","FT","Information Security Analyst",70000,"USD",70000,"US",100,"US","L"
"3863",3863,2021,"SE","FT","Information Security Architect",126000,"USD",126000,"US",50,"US","L"
"3864",3864,2022,"SE","FT","Information Security Manager",67000,"EUR",70394,"DE",100,"DE","L"
"3865",3865,2021,"EX","FT","Head of Security",145000,"USD",145000,"US",100,"US","L"
"3866",3866,2022,"EN","FT","SOC Analyst",75000,"USD",75000,"US",100,"US","L"
"3867",3867,2022,"MI","FT","Cyber Security Analyst",74900,"USD",74900,"US",0,"US","L"
"3868",3868,2021,"MI","FT","Penetration Tester",55000,"EUR",65013,"DE",100,"DE","M"
"3869",3869,2021,"SE","FT","Cyber Security Analyst",87000,"USD",87000,"AE",50,"US","L"
"3870",3870,2021,"EN","FT","Cyber Security Engineer",65000,"USD",65000,"US",100,"US","L"
"3871",3871,2021,"MI","FT","Security Researcher",45000,"EUR",53192,"PT",100,"US","L"
"3872",3872,2022,"SE","FT","Information Security Manager",143000,"USD",143000,"US",50,"US","L"
"3873",3873,2022,"SE","FT","Vulnerability Analyst",165000,"USD",165000,"US",100,"US","L"
"3874",3874,2022,"MI","FT","Ethical Hacker",700000,"NOK",72762,"NO",50,"NO","L"
"3875",3875,2022,"SE","FT","Information Security Manager",130000,"EUR",136587,"DE",100,"DE","L"
"3876",3876,2021,"MI","FT","Security Specialist",130000,"USD",130000,"US",100,"US","L"
"3877",3877,2021,"SE","FT","Cyber Threat Intelligence Analyst",125000,"USD",125000,"US",100,"US","L"
"3878",3878,2022,"SE","FT","Incident Response Lead",112000,"USD",112000,"US",50,"US","L"
"3879",3879,2022,"SE","FT","Security Engineer",119500,"USD",119500,"US",100,"US","L"
"3880",3880,2021,"EX","FT","Chief Information Security Officer",220500,"USD",220500,"US",100,"US","L"
"3881",3881,2022,"EN","FT","Security Analyst",70000,"USD",70000,"US",100,"US","L"
"3882",3882,2022,"SE","FT","IT Security Manager",172000,"USD",172000,"US",100,"US","L"
"3883",3883,2022,"SE","FT","Penetration Tester",118000,"USD",118000,"US",100,"US","S"
"3884",3884,2021,"SE","FT","Cyber Security Engineer",130000,"EUR",153667,"NL",100,"US","L"
"3885",3885,2022,"EX","FT","Chief Information Security Officer",300000,"BRL",58061,"BR",100,"BR","L"
"3886",3886,2021,"MI","FT","Cyber Security Analyst",73300,"USD",73300,"US",0,"US","L"
"3887",3887,2022,"MI","FT","Penetration Tester",143000,"USD",143000,"US",100,"US","L"
"3888",3888,2022,"EX","FT","Threat Intelligence Response Analyst",300000,"USD",300000,"GB",100,"RU","L"
"3889",3889,2021,"SE","FT","Penetration Tester",105000,"USD",105000,"US",100,"US","S"
"3890",3890,2022,"SE","FT","Lead Security Engineer",200000,"GBP",246266,"GB",0,"GB","L"
"3891",3891,2022,"MI","FT","Penetration Tester",42000,"USD",42000,"CZ",50,"CZ","L"
"3892",3892,2022,"SE","FT","Incident Response Lead",500000000,"IDR",33661,"ID",100,"ID","L"
"3893",3893,2022,"EN","FT","Information Security Engineer",41000,"EUR",43077,"FR",0,"FR","L"
"3894",3894,2022,"SE","FT","Cyber Security Engineer",105000,"USD",105000,"US",0,"US","S"
"3895",3895,2022,"EX","FT","Head of Security",360000,"BRL",69673,"BR",100,"BR","L"
"3896",3896,2022,"MI","FT","Security Engineer",130000,"USD",130000,"US",100,"US","L"
"3897",3897,2022,"SE","FT","DevOps Security Engineer",180000,"BRL",34836,"BR",100,"BR","L"
"3898",3898,2021,"EN","FT","Penetration Tester",42000,"EUR",49646,"DE",50,"DE","L"
"3899",3899,2021,"EN","FT","Cyber Security Analyst",40000,"USD",40000,"AE",100,"AE","L"
"3900",3900,2021,"SE","FT","Information Security Architect",100000,"EUR",118205,"IE",100,"IE","L"
"3901",3901,2021,"SE","FT","Chief Information Security Officer",100000,"GBP",137547,"GB",100,"GB","L"
"3902",3902,2021,"SE","FT","Information Security Analyst",200000,"CHF",218742,"CH",100,"CH","L"
"3903",3903,2022,"EN","CT","SOC Analyst",70000,"USD",70000,"US",100,"US","L"
"3904",3904,2022,"EN","FT","Threat Intelligence Analyst",85000,"USD",85000,"US",100,"US","L"
"3905",3905,2022,"SE","FT","Cyber Threat Intelligence Analyst",181000,"USD",181000,"US",100,"US","L"
"3906",3906,2022,"SE","FT","Incident Response Lead",224000,"USD",224000,"US",100,"US","L"
"3907",3907,2022,"SE","FT","Information Security Architect",286000,"BRL",55351,"BR",100,"US","L"
"3908",3908,2022,"SE","FT","Cyber Security Analyst",180000,"BRL",34836,"BR",100,"BR","L"
"3909",3909,2022,"EX","FT","Head of Security",220000,"USD",220000,"US",100,"US","L"
"3910",3910,2022,"SE","FT","Information Security Manager",174000,"BRL",33675,"BR",100,"BR","L"
"3911",3911,2022,"SE","FT","DevOps Security Engineer",120000,"CAD",92177,"CA",100,"CA","L"
"3912",3912,2021,"SE","FT","Security Specialist",211000,"USD",211000,"US",100,"US","L"
"3913",3913,2022,"SE","FT","Cloud Security Architect",110000,"USD",110000,"US",100,"US","L"
"3914",3914,2022,"MI","FT","Cyber Threat Intelligence Analyst",200000,"USD",200000,"US",100,"US","L"
"3915",3915,2021,"MI","FT","Product Security Engineer",170000,"USD",170000,"US",100,"US","L"
"3916",3916,2021,"SE","FT","Information Security Manager",135000,"USD",135000,"US",100,"US","L"
"3917",3917,2022,"EX","FT","Threat Intelligence Analyst",189000,"USD",189000,"US",100,"US","L"
"3918",3918,2021,"EX","FT","Head of Security",173000,"USD",173000,"US",100,"US","M"
"3919",3919,2022,"SE","FT","Incident Response Lead",249000,"USD",249000,"US",100,"US","L"
"3920",3920,2022,"SE","FT","IT Security Manager",140000,"USD",140000,"US",100,"US","L"
"3921",3921,2022,"SE","CT","Detection Engineer",135000,"USD",135000,"US",50,"US","L"
"3922",3922,2022,"EN","FT","Threat Intelligence Analyst",104000,"AUD",72081,"AU",100,"AU","L"
"3923",3923,2021,"MI","FT","Information Security Specialist",100000,"USD",100000,"US",50,"US","L"
"3924",3924,2021,"SE","FT","Network Security Engineer",102000,"USD",102000,"US",50,"US","L"
"3925",3925,2022,"MI","FT","Information Security Analyst",60000,"USD",60000,"US",100,"US","M"
"3926",3926,2022,"SE","FT","Security Engineering Manager",183000,"USD",183000,"US",100,"US","L"
"3927",3927,2022,"SE","FT","Cloud Security Architect",190000,"USD",190000,"US",100,"US","L"
"3928",3928,2022,"MI","FT","Information Security Engineer",130000,"USD",130000,"US",100,"US","L"
"3929",3929,2021,"SE","FT","Cyber Security Architect",110000,"EUR",130026,"NL",100,"NL","L"
"3930",3930,2021,"EN","FT","Application Security Engineer",175000,"USD",175000,"US",100,"US","L"
"3931",3931,2021,"EN","FT","Application Security Engineer",1200000,"INR",16228,"IN",0,"IN","L"
"3932",3932,2022,"MI","FT","Privacy Manager",150000,"USD",150000,"US",100,"US","M"
"3933",3933,2021,"MI","FT","Cloud Security Engineer",155000,"USD",155000,"US",100,"GB","L"
"3934",3934,2021,"EX","FT","Chief Information Security Officer",120000,"EUR",141846,"FR",50,"FR","L"
"3935",3935,2021,"EN","FT","Cyber Security Engineer",74000,"USD",74000,"US",50,"US","S"
"3936",3936,2021,"SE","FT","Cyber Security Specialist",39000,"EUR",46100,"FR",0,"FR","L"
"3937",3937,2022,"SE","FT","Lead Security Engineer",112000,"USD",112000,"US",100,"US","L"
"3938",3938,2022,"SE","FT","Security Engineer",255000,"USD",255000,"US",100,"US","L"
"3939",3939,2022,"SE","FT","Security Engineer",170000,"USD",170000,"US",100,"US","L"
"3940",3940,2022,"SE","FT","Penetration Testing Engineer",173000,"USD",173000,"US",0,"US","L"
"3941",3941,2021,"MI","FT","Security Engineer",130000,"USD",130000,"US",100,"US","L"
"3942",3942,2022,"SE","FT","IT Security Engineer",150000,"USD",150000,"US",100,"US","L"
"3943",3943,2022,"EX","FT","Head of Security",200000,"USD",200000,"US",100,"US","L"
"3944",3944,2022,"MI","FT","Cyber Security Engineer",130000,"CAD",99859,"CA",100,"US","L"
"3945",3945,2021,"MI","FT","IT Security Analyst",76000,"USD",76000,"US",100,"US","L"
"3946",3946,2022,"MI","FT","Cyber Threat Analyst",88000,"USD",88000,"US",100,"US","L"
"3947",3947,2021,"EN","FT","Security Analyst",50000,"USD",50000,"US",100,"US","S"
"3948",3948,2021,"SE","FT","Security Analyst",80000,"USD",80000,"US",100,"US","S"
"3949",3949,2022,"MI","FT","Cyber Security Analyst",131800,"USD",131800,"US",0,"US","L"
"3950",3950,2022,"MI","FT","Cyber Security Analyst",99900,"USD",99900,"US",0,"US","L"
"3951",3951,2021,"MI","FT","Cyber Security Engineer",110000,"USD",110000,"US",100,"US","M"
"3952",3952,2022,"MI","FT","Information Security Manager",160000,"USD",160000,"US",50,"US","L"
"3953",3953,2021,"MI","FT","Information Security Manager",128000,"USD",128000,"US",100,"US","L"
"3954",3954,2022,"MI","FT","Information Security Manager",130000,"USD",130000,"US",0,"US","L"
"3955",3955,2021,"MI","FT","Threat Intelligence Analyst",125000,"USD",125000,"US",100,"US","L"
"3956",3956,2022,"SE","FT","Information Security Manager",310000,"USD",310000,"US",100,"US","L"
"3957",3957,2022,"EN","FT","Cyber Security Analyst",55000,"USD",55000,"US",0,"US","L"
"3958",3958,2021,"SE","FT","IT Security Manager",138000,"USD",138000,"US",100,"US","L"
"3959",3959,2022,"SE","FT","IT Security Manager",182000,"CAD",139803,"CA",0,"CA","L"
"3960",3960,2022,"SE","FT","IT Security Manager",130000,"CAD",99859,"CA",0,"CA","L"
"3961",3961,2021,"MI","FT","Cyber Security Specialist",54000,"EUR",63831,"EE",50,"EE","M"
"3962",3962,2020,"MI","CT","Chief Information Security Officer",150000,"AUD",103310,"AU",0,"AU","M"
"3963",3963,2021,"EN","FT","Cyber Security Analyst",60000,"USD",60000,"US",50,"US","L"
"3964",3964,2021,"SE","FT","Network and Security Engineer",99960,"USD",99960,"US",0,"US","L"
"3965",3965,2021,"EN","PT","Information Security Analyst",30000,"USD",30000,"US",100,"US","L"
"3966",3966,2022,"MI","FT","Security Engineer",110000,"USD",110000,"US",50,"US","L"
"3967",3967,2021,"MI","FT","Information Security Specialist",68900,"USD",68900,"US",100,"US","L"
"3968",3968,2021,"MI","FT","IT Security Manager",116000,"USD",116000,"US",0,"US","S"
"3969",3969,2022,"EN","FT","Cyber Threat Analyst",99000,"USD",99000,"CA",100,"CA","L"
"3970",3970,2022,"MI","FT","Cyber Security Analyst",80000,"EUR",84053,"IE",100,"IE","L"
"3971",3971,2021,"MI","FT","Cyber Security Analyst",60000,"CAD",47857,"CA",50,"CA","L"
"3972",3972,2022,"EN","FT","Information Systems Security Engineer",44000,"USD",44000,"SG",0,"SG","L"
"3973",3973,2022,"EN","FT","Cyber Security Analyst",52000,"USD",52000,"US",50,"US","S"
"3974",3974,2021,"MI","FT","IT Security Analyst",115500,"USD",115500,"US",100,"US","L"
"3975",3975,2022,"MI","FT","Information Security Specialist",100000,"CAD",76814,"CA",100,"CA","L"
"3976",3976,2022,"MI","FT","Information Security Specialist",100000,"AUD",69309,"CA",100,"CA","L"
"3977",3977,2021,"SE","FT","Information Security Engineer",104000,"USD",104000,"US",100,"US","L"
"3978",3978,2020,"MI","FT","Cyber Security Analyst",65000,"EUR",74130,"DE",100,"DE","L"
"3979",3979,2022,"EN","FT","Network and Security Engineer",70000,"USD",70000,"IN",0,"US","L"
"3980",3980,2021,"SE","FT","Penetration Tester",264000,"PLN",68342,"PL",100,"PL","L"
"3981",3981,2022,"MI","FT","Cyber Security Analyst",131500,"USD",131500,"US",0,"US","L"
"3982",3982,2022,"MI","FT","Cyber Security Analyst",99950,"USD",99950,"US",0,"US","L"
"3983",3983,2021,"EN","FT","Cyber Security Analyst",76200,"USD",76200,"US",50,"US","L"
"3984",3984,2021,"MI","FT","Digital Forensics Analyst",100000,"USD",100000,"US",100,"US","M"
"3985",3985,2022,"MI","FT","Information Security Officer",100000,"USD",100000,"US",50,"US","L"
"3986",3986,2021,"SE","FT","Security Engineer",145000,"USD",145000,"US",50,"US","L"
"3987",3987,2021,"MI","FT","Information Security Analyst",120000,"USD",120000,"US",100,"US","L"
"3988",3988,2021,"MI","FT","Penetration Tester",100000,"USD",100000,"US",100,"US","M"
"3989",3989,2021,"MI","FT","Software Security Engineer",320000,"USD",320000,"US",50,"US","L"
"3990",3990,2021,"EN","FT","Security Analyst",75000,"USD",75000,"US",100,"US","S"
"3991",3991,2021,"SE","FT","Cyber Security Engineer",150000,"USD",150000,"US",100,"US","L"
"3992",3992,2021,"MI","FT","Security Engineer",69000,"EUR",81562,"DE",50,"DE","L"
"3993",3993,2021,"SE","FT","Privacy Manager",120000,"USD",120000,"US",100,"US","L"
"3994",3994,2020,"MI","FT","Cyber Threat Analyst",115000,"USD",115000,"US",100,"US","L"
"3995",3995,2021,"MI","FT","Security Analyst",91700,"USD",91700,"US",0,"US","L"
"3996",3996,2021,"MI","FT","Security Analyst",82600,"USD",82600,"US",0,"US","L"
"3997",3997,2021,"SE","FT","IT Security Manager",146000,"USD",146000,"US",100,"US","L"
"3998",3998,2021,"MI","FT","Cyber Security Analyst",135000,"USD",135000,"US",50,"US","L"
"3999",3999,2021,"SE","FT","Information Security Manager",185000,"USD",185000,"US",50,"US","L"
"4000",4000,2021,"EX","FT","Head of Security",220000,"USD",220000,"US",50,"US","L"
