"","X","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
"2925",2925,2022,"MI","FT","Information Systems Security Officer",59000,"USD",59000,"US",0,"US","M"
"2926",2926,2022,"SE","FT","DevSecOps Engineer",176000,"USD",176000,"US",0,"US","M"
"2927",2927,2022,"SE","FT","DevSecOps Engineer",119700,"USD",119700,"US",0,"US","M"
"2928",2928,2022,"SE","FT","Security Engineer",155000,"USD",155000,"US",100,"US","M"
"2929",2929,2022,"SE","FT","Security Engineer",135000,"USD",135000,"US",100,"US","M"
"2930",2930,2022,"SE","FT","Security Engineer",204500,"USD",204500,"US",0,"US","M"
"2931",2931,2022,"SE","FT","Security Engineer",142200,"USD",142200,"US",0,"US","M"
"2932",2932,2022,"MI","FT","Security Officer",120000,"USD",120000,"US",0,"US","M"
"2933",2933,2022,"MI","FT","Security Officer",87000,"USD",87000,"US",0,"US","M"
"2934",2934,2022,"MI","FT","DevSecOps Engineer",100000,"EUR",105066,"DE",100,"DE","L"
"2935",2935,2022,"SE","FT","Staff Security Engineer",450000,"USD",450000,"US",50,"US","L"
"2936",2936,2022,"MI","FT","Application Security Engineer",18000,"USD",18000,"IN",50,"IN","L"
"2937",2937,2022,"SE","FT","Penetration Testing Engineer",40000,"EUR",42026,"ES",100,"ES","L"
"2938",2938,2022,"SE","FT","DevOps Security Engineer",100000,"EUR",105066,"DE",100,"DE","L"
"2939",2939,2022,"SE","FT","Security Engineer",115000,"USD",115000,"US",0,"US","M"
"2940",2940,2022,"SE","FT","Security Engineer",85000,"USD",85000,"US",0,"US","M"
"2941",2941,2022,"MI","FT","DevSecOps Engineer",119910,"USD",119910,"US",0,"US","M"
"2942",2942,2022,"MI","FT","DevSecOps Engineer",72324,"USD",72324,"US",0,"US","M"
"2943",2943,2022,"SE","FT","Security Engineer",140000,"USD",140000,"US",0,"US","M"
"2944",2944,2022,"SE","FT","Security Engineer",105000,"USD",105000,"US",0,"US","M"
"2945",2945,2022,"SE","FT","Information Systems Security Officer",150000,"USD",150000,"US",50,"US","L"
"2946",2946,2022,"SE","FT","Cloud Security Engineer",3000000,"INR",38154,"IN",50,"IN","L"
"2947",2947,2022,"MI","FT","Cyber Security Analyst",39000,"EUR",40976,"ES",100,"ES","L"
"2948",2948,2022,"SE","FT","Security Engineer",140000,"USD",140000,"US",0,"US","M"
"2949",2949,2022,"SE","FT","Security Engineer",113000,"USD",113000,"US",0,"US","M"
"2950",2950,2022,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2951",2951,2022,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2952",2952,2022,"SE","FT","Detection Engineer",284000,"USD",284000,"US",100,"US","M"
"2953",2953,2022,"SE","FT","Detection Engineer",165000,"USD",165000,"US",100,"US","M"
"2954",2954,2022,"EN","FT","Cyber Threat Intelligence Analyst",75000,"USD",75000,"US",0,"US","L"
"2955",2955,2022,"SE","FT","SOC Analyst",153000,"USD",153000,"CA",100,"CA","M"
"2956",2956,2022,"SE","FT","SOC Analyst",102000,"USD",102000,"CA",100,"CA","M"
"2957",2957,2022,"EN","FT","Information Security Analyst",91200,"USD",91200,"US",100,"US","L"
"2958",2958,2022,"MI","FT","Security Analyst",85000,"USD",85000,"US",100,"US","M"
"2959",2959,2022,"MI","FT","Security Analyst",75000,"USD",75000,"US",100,"US","M"
"2960",2960,2022,"SE","FT","Security Engineer",183000,"USD",183000,"US",100,"US","M"
"2961",2961,2022,"SE","FT","Security Engineer",141000,"USD",141000,"US",100,"US","M"
"2962",2962,2022,"MI","FT","Security Engineer",116000,"USD",116000,"US",0,"US","M"
"2963",2963,2022,"MI","FT","Security Engineer",90000,"USD",90000,"US",0,"US","M"
"2964",2964,2022,"MI","FT","Compliance Analyst",83000,"USD",83000,"US",100,"US","M"
"2965",2965,2022,"MI","FT","Compliance Analyst",66000,"USD",66000,"US",100,"US","M"
"2966",2966,2022,"SE","FT","Information Security Lead",204500,"USD",204500,"US",0,"US","M"
"2967",2967,2022,"SE","FT","Information Security Lead",142200,"USD",142200,"US",0,"US","M"
"2968",2968,2022,"SE","FT","Security Analyst",250000,"USD",250000,"US",100,"US","M"
"2969",2969,2022,"SE","FT","Security Analyst",180000,"USD",180000,"US",100,"US","M"
"2970",2970,2022,"SE","FT","Security Engineer",177300,"USD",177300,"US",100,"US","M"
"2971",2971,2022,"SE","FT","Security Engineer",136300,"USD",136300,"US",100,"US","M"
"2972",2972,2022,"SE","FT","Security Engineer",200400,"USD",200400,"US",100,"US","M"
"2973",2973,2022,"SE","FT","Security Engineer",172100,"USD",172100,"US",100,"US","M"
"2974",2974,2022,"MI","FT","Compliance Analyst",100000,"USD",100000,"US",100,"US","M"
"2975",2975,2022,"MI","FT","Compliance Analyst",90000,"USD",90000,"US",100,"US","M"
"2976",2976,2022,"SE","FT","Security Engineer",200400,"USD",200400,"US",100,"US","M"
"2977",2977,2022,"SE","FT","Security Engineer",172100,"USD",172100,"US",100,"US","M"
"2978",2978,2022,"MI","FT","Network and Security Engineer",44000,"EUR",46229,"ES",0,"ES","M"
"2979",2979,2022,"MI","FT","Cyber Security Analyst",50000,"EUR",52533,"ES",100,"ES","S"
"2980",2980,2022,"MI","FT","Cyber Security Consultant",59500,"EUR",62514,"FR",100,"FR","L"
"2981",2981,2022,"SE","FT","Incident Response Analyst",80000,"USD",80000,"US",100,"US","M"
"2982",2982,2022,"SE","FT","Incident Response Analyst",65000,"USD",65000,"US",100,"US","M"
"2983",2983,2022,"SE","FT","Chief Information Security Officer",65000,"GBP",80036,"GB",50,"GB","M"
"2984",2984,2022,"SE","FT","Information Systems Security Officer",76950,"USD",76950,"US",0,"US","L"
"2985",2985,2022,"SE","FT","Security Engineer",180000,"USD",180000,"US",100,"US","M"
"2986",2986,2022,"SE","FT","Security Engineer",160000,"USD",160000,"US",100,"US","M"
"2987",2987,2022,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"2988",2988,2022,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"2989",2989,2022,"SE","FT","Penetration Tester",74000,"EUR",77749,"DE",0,"DE","L"
"2990",2990,2022,"SE","FT","Cyber Security Analyst",134000,"USD",134000,"US",50,"US","L"
"2991",2991,2022,"MI","FT","Information Security Engineer",58000,"EUR",60938,"DE",100,"DE","S"
"2992",2992,2022,"MI","FT","Security Consultant",175000,"USD",175000,"US",100,"US","L"
"2993",2993,2022,"SE","FT","Information Security Lead",90000,"GBP",110820,"GB",50,"GB","L"
"2994",2994,2022,"SE","FT","Security Engineer",185900,"USD",185900,"US",0,"US","M"
"2995",2995,2022,"SE","FT","Security Engineer",129300,"USD",129300,"US",0,"US","M"
"2996",2996,2022,"SE","FT","Security Operations Analyst",112200,"USD",112200,"US",0,"US","M"
"2997",2997,2022,"SE","FT","Security Operations Analyst",88000,"USD",88000,"US",0,"US","M"
"2998",2998,2022,"MI","FT","Security Engineer",147800,"USD",147800,"US",0,"US","M"
"2999",2999,2022,"MI","FT","Security Engineer",90400,"USD",90400,"US",0,"US","M"
"3000",3000,2022,"SE","FT","Staff Security Engineer",210000,"USD",210000,"US",100,"US","M"
"3001",3001,2022,"SE","FT","Cyber Security Consultant",102000,"USD",102000,"US",100,"US","S"
"3002",3002,2022,"SE","FT","Security Engineer",204500,"USD",204500,"US",0,"US","M"
"3003",3003,2022,"SE","FT","Security Engineer",142200,"USD",142200,"US",0,"US","M"
"3004",3004,2022,"SE","FT","Security Engineer",204500,"USD",204500,"US",100,"US","M"
"3005",3005,2022,"SE","FT","Security Engineer",142200,"USD",142200,"US",100,"US","M"
"3006",3006,2022,"SE","FT","Security Engineer",247500,"USD",247500,"US",0,"US","M"
"3007",3007,2022,"SE","FT","Security Engineer",172200,"USD",172200,"US",0,"US","M"
"3008",3008,2021,"MI","FT","Cyber Security Engineer",125000,"USD",125000,"US",100,"US","L"
"3009",3009,2022,"EX","FT","Director of Information Security",252000,"USD",252000,"US",50,"US","L"
"3010",3010,2022,"SE","FT","DevSecOps Engineer",176000,"USD",176000,"US",0,"US","M"
"3011",3011,2022,"SE","FT","DevSecOps Engineer",119700,"USD",119700,"US",0,"US","M"
"3012",3012,2022,"SE","FT","Security Engineer",247500,"USD",247500,"US",0,"US","M"
"3013",3013,2022,"SE","FT","Security Engineer",172200,"USD",172200,"US",0,"US","M"
"3014",3014,2022,"SE","FT","Security Engineer",210000,"USD",210000,"US",100,"US","M"
"3015",3015,2022,"SE","FT","Security Engineer",185000,"USD",185000,"US",100,"US","M"
"3016",3016,2022,"SE","FT","Security Engineer",250000,"USD",250000,"US",100,"US","M"
"3017",3017,2022,"SE","FT","Security Engineer",188000,"USD",188000,"US",100,"US","M"
"3018",3018,2022,"SE","FT","DLP Security Engineer",45000,"USD",45000,"CZ",50,"CZ","L"
"3019",3019,2022,"MI","FT","Cyber Security Analyst",138000,"AUD",95646,"AU",50,"AU","L"
"3020",3020,2022,"MI","FT","Security Analyst",100000,"USD",100000,"US",100,"US","L"
"3021",3021,2022,"MI","FT","Security Analyst",72000,"USD",72000,"US",100,"US","L"
"3022",3022,2022,"MI","FT","Security Analyst",90000,"USD",90000,"US",0,"US","M"
"3023",3023,2022,"MI","FT","Security Analyst",70000,"USD",70000,"US",0,"US","M"
"3024",3024,2022,"SE","FT","Security Solutions Architect",115500,"CAD",88721,"CA",50,"CA","L"
"3025",3025,2022,"MI","FT","Cyber Security Engineer",94000,"USD",94000,"US",0,"US","M"
"3026",3026,2022,"SE","FT","Information Security Lead",204500,"USD",204500,"US",0,"US","M"
"3027",3027,2022,"SE","FT","Information Security Lead",142200,"USD",142200,"US",0,"US","M"
"3028",3028,2022,"SE","FT","Security Consultant",160000,"USD",160000,"US",100,"US","M"
"3029",3029,2022,"SE","FT","Security Engineer",180000,"USD",180000,"US",100,"US","M"
"3030",3030,2022,"SE","FT","Security Engineer",165000,"USD",165000,"US",100,"US","M"
"3031",3031,2022,"SE","FT","Cyber Security Architect",176000,"USD",176000,"US",100,"US","L"
"3032",3032,2022,"SE","FT","IT Security Manager",135000,"CAD",103700,"CA",100,"CA","M"
"3033",3033,2022,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"3034",3034,2022,"SE","FT","DevSecOps Engineer",100000,"USD",100000,"US",0,"US","M"
"3035",3035,2022,"EN","FT","Software Security Engineer",37000,"EUR",38874,"FR",50,"FR","L"
"3036",3036,2022,"SE","FT","Cyber Security Analyst",140000,"USD",140000,"US",100,"US","L"
"3037",3037,2022,"SE","FT","Security Analyst",166500,"USD",166500,"US",0,"US","M"
"3038",3038,2022,"SE","FT","Security Analyst",120600,"USD",120600,"US",0,"US","M"
"3039",3039,2022,"EN","FT","Application Security Analyst",35000,"EUR",36773,"FI",100,"FI","L"
"3040",3040,2022,"EN","FT","Cloud Cyber Security Analyst",104000,"USD",104000,"US",100,"US","L"
"3041",3041,2022,"SE","FT","Security Consultant",90000,"GBP",110820,"GB",100,"GB","M"
"3042",3042,2022,"SE","FT","Security Consultant",70000,"GBP",86193,"GB",100,"GB","M"
"3043",3043,2022,"SE","FT","Security Engineer",185900,"USD",185900,"US",0,"US","M"
"3044",3044,2022,"SE","FT","Security Engineer",129300,"USD",129300,"US",0,"US","M"
"3045",3045,2022,"MI","FT","Penetration Tester",110000,"USD",110000,"US",100,"US","M"
"3046",3046,2022,"MI","FT","Security Engineer",197000,"USD",197000,"US",100,"US","M"
"3047",3047,2022,"MI","FT","Security Engineer",135000,"USD",135000,"US",100,"US","M"
"3048",3048,2022,"MI","FT","Cyber Security Consultant",33500,"EUR",35197,"IT",100,"IT","S"
"3049",3049,2022,"SE","FT","IT Security Manager",70000,"EUR",73546,"ES",50,"ES","L"
"3050",3050,2022,"SE","FT","Security Engineer",247500,"USD",247500,"US",0,"US","M"
"3051",3051,2022,"SE","FT","Security Engineer",172200,"USD",172200,"US",0,"US","M"
"3052",3052,2022,"SE","FT","Security Engineer",186000,"USD",186000,"US",100,"US","M"
"3053",3053,2022,"SE","FT","Security Engineer",148800,"USD",148800,"US",100,"US","M"
"3054",3054,2022,"SE","FT","Security Engineer",247500,"USD",247500,"US",0,"US","M"
"3055",3055,2022,"SE","FT","Security Engineer",172200,"USD",172200,"US",0,"US","M"
"3056",3056,2022,"SE","FT","Privacy Manager",156000,"USD",156000,"US",0,"US","M"
"3057",3057,2022,"SE","FT","Privacy Manager",124000,"USD",124000,"US",0,"US","M"
"3058",3058,2022,"SE","FT","Cyber Program Manager",165000,"USD",165000,"US",0,"US","M"
"3059",3059,2022,"SE","FT","Cyber Program Manager",135000,"USD",135000,"US",0,"US","M"
"3060",3060,2022,"SE","FT","Security Engineer",155000,"USD",155000,"US",0,"US","M"
"3061",3061,2022,"SE","FT","Security Engineer",130000,"USD",130000,"US",0,"US","M"
"3062",3062,2022,"SE","FT","Security Analyst",146000,"USD",146000,"US",0,"US","M"
"3063",3063,2022,"SE","FT","Security Analyst",122000,"USD",122000,"US",0,"US","M"
"3064",3064,2022,"SE","FT","Detection Engineer",240000,"USD",240000,"US",0,"US","M"
"3065",3065,2022,"SE","FT","Detection Engineer",200000,"USD",200000,"US",0,"US","M"
"3066",3066,2022,"SE","FT","Security Analyst",179000,"USD",179000,"US",0,"US","M"
"3067",3067,2022,"SE","FT","Security Analyst",149000,"USD",149000,"US",0,"US","M"
"3068",3068,2022,"SE","FT","Security Analyst",179000,"USD",179000,"US",0,"US","M"
"3069",3069,2022,"SE","FT","Security Analyst",149000,"USD",149000,"US",0,"US","M"
"3070",3070,2022,"SE","FT","Security Engineer",240000,"USD",240000,"US",100,"US","M"
"3071",3071,2022,"SE","FT","Security Engineer",150000,"USD",150000,"US",100,"US","M"
"3072",3072,2022,"SE","FT","Security Engineer",247500,"USD",247500,"US",0,"US","M"
"3073",3073,2022,"SE","FT","Security Engineer",172200,"USD",172200,"US",0,"US","M"
"3074",3074,2022,"SE","FT","Security Engineer",205485,"USD",205485,"US",100,"US","M"
"3075",3075,2022,"SE","FT","Security Engineer",156560,"USD",156560,"US",100,"US","M"
"3076",3076,2022,"MI","FT","Security Engineer",60000,"GBP",73880,"GB",0,"GB","M"
"3077",3077,2022,"MI","FT","Security Engineer",35000,"GBP",43096,"GB",0,"GB","M"
"3078",3078,2022,"SE","FT","Security Engineer",151410,"USD",151410,"US",100,"US","M"
"3079",3079,2022,"SE","FT","Security Engineer",115360,"USD",115360,"US",100,"US","M"
"3080",3080,2022,"SE","FT","Threat Intelligence Analyst",205000,"USD",205000,"US",100,"US","M"
"3081",3081,2022,"SE","FT","Threat Intelligence Analyst",139400,"USD",139400,"US",100,"US","M"
"3082",3082,2022,"SE","FT","Security DevOps Engineer",66000,"EUR",69344,"ES",100,"ES","M"
"3083",3083,2022,"EN","FT","Penetration Tester",68000,"USD",68000,"US",50,"US","L"
"3084",3084,2022,"MI","FT","Application Security Engineer",80000,"GBP",98506,"GB",100,"GB","L"
"3085",3085,2022,"MI","FT","IT Security Manager",80000,"USD",80000,"PT",100,"US","M"
"3086",3086,2022,"SE","FT","Application Security Architect",117000,"EUR",122928,"IE",100,"IE","L"
"3087",3087,2022,"MI","FT","Cyber Security Architect",80000,"GBP",98506,"GB",100,"GB","M"
"3088",3088,2022,"MI","FT","Cyber Security Architect",60000,"GBP",73880,"GB",100,"GB","M"
"3089",3089,2022,"MI","FT","Penetration Tester",80000,"GBP",98506,"GB",100,"GB","M"
"3090",3090,2022,"MI","FT","Penetration Tester",60000,"GBP",73880,"GB",100,"GB","M"
"3091",3091,2022,"EN","FT","Vulnerability Researcher",80000,"CAD",61451,"CA",100,"CA","L"
"3092",3092,2022,"SE","FT","Director of Information Security",65000,"USD",65000,"US",0,"US","L"
"3093",3093,2022,"MI","FT","Security Consultant",1250000,"INR",15897,"IN",0,"IN","L"
"3094",3094,2022,"EX","FT","Chief Information Security Officer",172000,"USD",172000,"US",100,"US","M"
"3095",3095,2022,"MI","FT","Security Operations Analyst",35000,"GBP",43096,"GB",100,"GB","L"
"3096",3096,2022,"EN","FT","Cyber Security Consultant",45000,"EUR",47280,"FR",0,"FR","S"
"3097",3097,2022,"MI","FT","Security Officer",120000,"USD",120000,"US",0,"US","M"
"3098",3098,2022,"MI","FT","Security Officer",87000,"USD",87000,"US",0,"US","M"
"3099",3099,2022,"MI","FT","DevSecOps Engineer",152000,"USD",152000,"US",0,"US","M"
"3100",3100,2022,"MI","FT","DevSecOps Engineer",91000,"USD",91000,"US",0,"US","M"
"3101",3101,2022,"MI","FT","Cyber Security Consultant",90000,"USD",90000,"US",100,"US","S"
"3102",3102,2022,"EN","FT","Security Consultant",30000,"GBP",36940,"GB",100,"GB","L"
"3103",3103,2022,"SE","FT","Security Engineer",125000,"USD",125000,"US",0,"US","M"
"3104",3104,2022,"SE","FT","Security Engineer",122000,"USD",122000,"US",0,"US","M"
"3105",3105,2022,"SE","FT","Threat Intelligence Analyst",205000,"USD",205000,"US",100,"US","M"
"3106",3106,2022,"SE","FT","Threat Intelligence Analyst",139400,"USD",139400,"US",100,"US","M"
"3107",3107,2022,"MI","FT","Security Engineer",147800,"USD",147800,"US",0,"US","M"
"3108",3108,2022,"MI","FT","Security Engineer",90400,"USD",90400,"US",0,"US","M"
"3109",3109,2022,"SE","FT","Penetration Tester",114800,"USD",114800,"US",100,"US","M"
"3110",3110,2022,"SE","FT","Penetration Tester",88600,"USD",88600,"US",100,"US","M"
"3111",3111,2022,"EN","FT","Cyber Security Analyst",31000,"GBP",38171,"GB",100,"GB","L"
"3112",3112,2022,"EX","FT","Security Officer",148000,"USD",148000,"US",0,"US","M"
"3113",3113,2022,"EX","FT","Security Officer",100000,"USD",100000,"US",0,"US","M"
"3114",3114,2022,"SE","FT","Security Analyst",250000,"USD",250000,"US",100,"US","M"
"3115",3115,2022,"SE","FT","Security Analyst",180000,"USD",180000,"US",100,"US","M"
"3116",3116,2022,"EN","FT","IT Security Specialist",62000,"USD",62000,"US",50,"US","S"
"3117",3117,2022,"EN","FT","Information Systems Security Officer",98000,"USD",98000,"US",0,"US","L"
"3118",3118,2022,"MI","FT","Incident Response Analyst",175000,"USD",175000,"US",100,"US","L"
"3119",3119,2022,"SE","FT","Security Engineer",157250,"USD",157250,"US",100,"US","M"
"3120",3120,2022,"SE","FT","Security Engineer",133663,"USD",133663,"US",100,"US","M"
"3121",3121,2022,"MI","FT","Cyber Security Researcher",120000,"USD",120000,"US",100,"US","L"
"3122",3122,2022,"SE","FT","Security Solutions Architect",163000,"USD",163000,"US",100,"US","M"
"3123",3123,2022,"SE","FT","Security Solutions Architect",122000,"USD",122000,"US",100,"US","M"
"3124",3124,2022,"MI","FT","Security Consultant",185000,"USD",185000,"US",100,"US","L"
"3125",3125,2022,"MI","FT","Security Consultant",98200,"USD",98200,"US",100,"US","L"
"3126",3126,2021,"SE","FT","Corporate Security Engineer",150000,"USD",150000,"US",100,"US","L"
"3127",3127,2022,"EN","FT","Penetration Tester",40000,"EUR",42026,"FR",50,"FR","L"
"3128",3128,2022,"SE","FT","Security Engineer",163000,"USD",163000,"US",100,"US","M"
"3129",3129,2022,"SE","FT","Security Engineer",122000,"USD",122000,"US",100,"US","M"
"3130",3130,2022,"MI","FT","Security Engineer",128000,"USD",128000,"US",100,"US","M"
"3131",3131,2022,"MI","FT","Security Engineer",96000,"USD",96000,"US",100,"US","M"
"3132",3132,2022,"MI","FT","IT Security Specialist",25000,"USD",25000,"PY",50,"PY","S"
"3133",3133,2022,"SE","FT","Security Engineer",160000,"USD",160000,"US",100,"US","M"
"3134",3134,2022,"SE","FT","Security Engineer",140000,"USD",140000,"US",100,"US","M"
"3135",3135,2022,"SE","FT","Security Analyst",145000,"USD",145000,"US",100,"US","L"
"3136",3136,2022,"MI","FT","Information Security Manager",65000,"GBP",80036,"GB",100,"GB","M"
"3137",3137,2022,"MI","FT","Information Security Manager",50000,"GBP",61566,"GB",100,"GB","M"
"3138",3138,2022,"MI","FT","Penetration Tester",70000,"EUR",73546,"GR",0,"GR","M"
"3139",3139,2022,"MI","FT","Penetration Tester",50000,"EUR",52533,"GR",0,"GR","M"
"3140",3140,2022,"MI","FT","Security Engineer",50000,"GBP",61566,"GB",100,"GB","M"
"3141",3141,2022,"MI","FT","Security Engineer",45000,"GBP",55410,"GB",100,"GB","M"
"3142",3142,2022,"EN","FT","Application Security Engineer",123000,"USD",123000,"US",50,"US","L"
"3143",3143,2022,"EN","FT","Cyber Security Training Specialist",100000,"USD",100000,"US",100,"US","S"
"3144",3144,2022,"SE","FT","Information System Security Engineer",110000,"USD",110000,"US",100,"US","L"
"3145",3145,2022,"EX","FT","Director of Information Security",1140000,"SEK",112618,"SE",100,"SE","L"
"3146",3146,2022,"SE","FT","Security Engineer",220100,"USD",220100,"US",100,"US","M"
"3147",3147,2022,"SE","FT","Security Engineer",176080,"USD",176080,"US",100,"US","M"
"3148",3148,2022,"SE","FT","Security Engineer",243225,"USD",243225,"US",100,"US","M"
"3149",3149,2022,"SE","FT","Security Engineer",179775,"USD",179775,"US",100,"US","M"
